N,analytic_rank,found_generators,generators_on_connected_component
9422,1,True,0
9424,0,True,0
9426,0,True,0
9428,1,False,0
9430,0,True,0
9432,1,False,0
9434,0,True,0
9436,0,True,0
9438,0,True,0
9440,0,True,0
9442,0,True,0
9444,0,True,0
9446,0,True,0
9448,0,True,0
9450,0,True,0
9452,2,True,1
9454,0,True,0
9456,0,True,0
9458,0,True,0
9460,0,True,0
9462,1,False,0
9464,0,True,0
9466,2,True,1
9468,1,False,0
9470,0,True,0
9472,0,True,0
9474,0,True,0
9476,0,True,0
9478,2,True,1
9480,0,True,0
9482,1,True,0
9484,1,False,0
9486,0,True,0
9488,1,False,0
9490,0,True,0
9492,1,True,0
9494,0,True,0
9496,1,False,0
9498,0,True,0
9500,0,True,0
9502,0,True,0
9504,1,False,0
9506,1,False,0
9508,0,True,0
9510,1,True,1
9512,1,False,0
9514,1,False,0
9516,0,True,0
9518,0,True,0
9520,0,True,0
9522,1,False,0
9524,0,True,0
9526,1,False,0
9528,1,False,0
9530,0,True,0
9532,1,False,0
9534,1,False,0
9536,0,True,0
9538,1,False,0
9540,1,False,0
9542,1,False,0
9544,0,True,0
9546,1,False,0
9548,1,False,0
9550,0,True,0
9552,0,True,0
9554,1,False,0
9556,1,False,0
9558,0,True,0
9560,1,True,0
9562,0,True,0
9564,1,False,0
9566,1,False,0
9568,1,True,0
9570,1,False,0
9572,1,False,0
9574,1,False,0
9576,1,False,0
9578,1,True,0
9580,1,False,0
9582,0,True,0
9584,1,True,0
9586,0,True,0
9588,0,True,0
9590,1,False,0
9592,0,True,0
9594,2,False,0
9596,0,True,0
9598,0,True,0
9600,1,False,0
9602,1,False,0
9604,0,True,0
9606,1,True,1
9608,0,True,0
9610,1,False,0
9612,1,True,1
9614,1,False,0
9616,1,True,0
9618,2,True,0
9620,1,False,0
9622,0,True,0
9624,1,False,0
9626,1,False,0
9628,2,False,0
9630,2,True,1
9632,0,True,0
9634,1,False,0
9636,1,False,0
9638,1,False,0
9640,1,True,0
9642,0,True,0
9644,1,True,0
9646,0,True,0
9648,0,True,0
9650,0,True,0
9652,0,True,0
9654,1,True,0
9656,0,True,0
9658,1,False,0
9660,1,False,0
9662,2,True,1
9664,2,False,0
9666,0,True,0
9668,0,True,0
9670,1,True,1
9672,1,True,0
9674,0,True,0
9676,1,False,0
9678,1,False,0
9680,1,False,0
9682,1,False,0
9684,0,True,0
9686,1,False,0
9688,0,True,0
9690,0,True,0
9692,1,True,0
9694,0,True,0
9696,1,True,0
9698,0,True,0
9700,1,True,0
9702,0,True,0
9704,0,True,0
9706,2,True,1
9708,0,True,0
9710,1,True,0
9712,1,False,0
9714,1,False,0
9716,0,True,0
9718,1,False,0
9720,3,True,1
9722,2,True,1
9724,0,True,0
9726,0,True,0
9728,1,False,0
9730,1,False,0
9732,0,True,0
9734,0,True,0
9736,1,False,0
9738,0,True,0
9740,1,False,0
9742,1,False,0
9744,2,True,1
9746,1,True,1
9748,1,True,0
9750,0,True,0
9752,0,True,0
9754,0,True,0
9756,1,False,0
9758,1,True,0
9760,1,False,0
9762,1,True,1
9764,2,True,0
9766,1,False,0
9768,0,True,0
9770,1,False,0
9772,1,False,0
9774,0,True,0
9776,0,True,0
9778,2,False,0
9780,1,True,0
9782,0,True,0
9784,1,True,0
9786,1,False,0
9788,1,False,0
9790,1,False,0
9792,0,True,0
9794,1,False,0
9796,1,False,0
9798,1,False,0
9800,1,False,0
9802,2,False,0
9804,0,True,0
9806,0,True,0
9808,1,False,0
9810,1,False,0
9812,1,False,0
9814,1,False,0
9816,1,False,0
9818,1,False,0
9820,1,False,0
9822,0,True,0
9824,0,True,0
9826,1,False,0
9828,0,True,0
9830,1,True,0
9832,1,True,1
9834,0,True,0
9836,1,False,0
9838,1,True,0
9840,1,False,0
9842,0,True,0
9844,1,True,1
9846,0,True,0
9848,0,True,0
9850,0,True,0
9852,1,False,0
9854,0,True,0
9856,1,False,0
9858,0,True,0
9860,0,True,0
9862,1,False,0
9864,0,True,0
9866,1,False,0
9868,1,False,0
9870,0,True,0
9872,1,True,0
9874,1,False,0
9876,0,True,0
9878,0,True,0
9880,2,True,0
9882,0,True,0
9884,0,True,0
9886,0,True,0
9888,1,True,1
9890,2,True,1
9892,1,False,0
9894,0,True,0
9896,1,False,0
9898,1,False,0
9900,1,False,0
9902,1,True,0
9904,1,True,1
9906,1,True,0
9908,0,True,0
9910,0,True,0
9912,1,False,0
9914,1,False,0
9916,1,True,1
9918,2,False,0
9920,0,True,0
9922,0,True,0
9924,0,True,0
9926,1,False,0
9928,1,False,0
9930,1,True,0
9932,0,True,0
9934,0,True,0
9936,0,True,0
9938,0,True,0
9940,2,True,1
9942,0,True,0
9944,0,True,0
9946,0,True,0
9948,0,True,0
9950,1,False,0
9952,1,False,0
9954,0,True,0
9956,0,True,0
9958,1,False,0
9960,0,True,0
9962,2,True,0
9964,0,True,0
9966,1,False,0
9968,1,False,0
9970,2,False,0
9972,0,True,0
9974,0,True,0
9976,1,False,0
9978,0,True,0
9980,1,False,0
9982,1,False,0
9984,0,True,0
9986,0,True,0
9988,0,True,0
9990,1,False,0
9992,1,False,0
9994,2,True,1
9996,0,True,0
9998,0,True,0
