N,analytic_rank,found_generators,generators_on_connected_component
3214,2,True,0
3216,1,False,0
3218,0,True,0
3220,0,True,0
3222,2,False,0
3224,0,True,0
3226,0,True,0
3228,1,False,0
3230,1,True,0
3232,0,True,0
3234,1,False,0
3236,0,True,0
3238,0,True,0
3240,0,True,0
3242,1,False,0
3244,0,True,0
3246,1,True,0
3248,0,True,0
3250,1,False,0
3252,1,False,0
3254,2,True,0
3256,1,False,0
3258,0,True,0
3260,1,True,0
3262,0,True,0
3264,0,True,0
3266,1,False,0
3268,1,True,0
3270,2,True,0
3272,2,True,0
3274,1,False,0
3276,1,False,0
3278,0,True,0
3280,1,True,1
3282,0,True,0
3284,0,True,0
3286,1,False,0
3288,0,True,0
3290,2,True,1
3292,1,False,0
3294,0,True,0
3296,1,True,0
3298,2,True,0
3300,0,True,0
3302,1,False,0
3304,1,False,0
3306,0,True,0
3308,1,False,0
3310,3,True,1
3312,0,True,0
3314,1,False,0
3316,0,True,0
3318,1,False,0
3320,1,False,0
3322,2,True,1
3324,0,True,0
3326,0,True,0
3328,1,False,0
3330,1,False,0
3332,1,True,1
3334,0,True,0
3336,1,True,0
3338,0,True,0
3340,0,True,0
3342,1,False,0
3344,1,False,0
3346,1,False,0
3348,0,True,0
3350,1,False,0
3352,1,False,0
3354,1,True,0
3356,0,True,0
3358,0,True,0
3360,1,True,1
3362,1,True,0
3364,1,True,0
3366,1,False,0
3368,1,False,0
3370,1,False,0
3372,1,True,0
3374,1,False,0
3376,2,True,1
3378,0,True,0
3380,2,True,0
3382,1,False,0
3384,0,True,0
3386,1,False,0
3388,2,False,0
3390,0,True,0
3392,1,False,0
3394,0,True,0
3396,0,True,0
3398,1,False,0
3400,0,True,0
3402,1,False,0
3404,1,False,0
3406,0,True,0
3408,0,True,0
3410,1,True,0
3412,1,False,0
3414,1,True,1
3416,0,True,0
3418,0,True,0
3420,0,True,0
3422,0,True,0
3424,1,True,0
3426,2,False,0
3428,1,False,0
3430,0,True,0
3432,0,True,0
3434,1,False,0
3436,1,False,0
3438,0,True,0
3440,0,True,0
3442,2,True,2
3444,0,True,0
3446,0,True,0
3448,1,False,0
3450,0,True,0
3452,1,True,1
3454,1,True,0
3456,0,True,0
3458,1,False,0
3460,0,True,0
3462,2,True,2
3464,0,True,0
3466,1,False,0
3468,1,False,0
3470,1,False,0
3472,0,True,0
3474,0,True,0
3476,1,False,0
3478,1,False,0
3480,2,True,1
3482,1,True,0
3484,1,False,0
3486,0,True,0
3488,0,True,0
3490,0,True,0
3492,0,True,0
3494,0,True,0
3496,2,False,0
3498,1,True,0
3500,0,True,0
3502,1,False,0
3504,1,False,0
3506,1,False,0
3508,1,True,0
3510,0,True,0
3512,1,True,0
3514,0,True,0
3516,0,True,0
3518,0,True,0
3520,0,True,0
3522,1,True,0
3524,1,False,0
3526,1,False,0
3528,1,False,0
3530,1,False,0
3532,2,True,2
3534,1,False,0
3536,1,False,0
3538,1,False,0
3540,0,True,0
3542,1,False,0
3544,2,True,1
3546,2,True,1
3548,0,True,0
3550,0,True,0
3552,0,True,0
3554,0,True,0
3556,0,True,0
3558,1,False,0
3560,1,False,0
3562,1,False,0
3564,0,True,0
3566,0,True,0
3568,1,False,0
3570,1,True,1
3572,0,True,0
3574,0,True,0
3576,0,True,0
3578,3,True,0
3580,1,False,0
3582,1,False,0
3584,0,True,0
3586,1,False,0
3588,0,True,0
3590,1,True,0
3592,1,True,0
3594,1,False,0
3596,1,True,0
3598,1,False,0
3600,1,False,0
3602,1,True,1
3604,1,False,0
3606,0,True,0
3608,0,True,0
3610,1,True,0
3612,1,False,0
3614,1,True,1
3616,1,False,0
3618,1,False,0
3620,0,True,0
3622,0,True,0
3624,0,True,0
3626,1,True,1
3628,2,True,1
3630,0,True,0
3632,0,True,0
3634,1,True,0
3636,0,True,0
3638,0,True,0
3640,2,True,0
3642,0,True,0
3644,1,True,0
3646,1,False,0
3648,0,True,0
3650,0,True,0
3652,0,True,0
3654,0,True,0
3656,0,True,0
3658,1,True,0
3660,0,True,0
3662,0,True,0
3664,2,True,1
3666,0,True,0
3668,0,True,0
3670,1,True,0
3672,1,False,0
3674,1,True,0
3676,1,False,0
3678,3,True,1
3680,1,True,0
3682,2,False,0
3684,1,True,1
3686,0,True,0
3688,1,False,0
3690,1,False,0
3692,1,False,0
3694,1,True,0
3696,0,True,0
3698,0,True,0
3700,1,False,0
3702,0,True,0
3704,1,False,0
3706,0,True,0
3708,1,False,0
3710,0,True,0
3712,1,True,0
3714,2,True,2
3716,1,True,0
3718,0,True,0
3720,0,True,0
3722,0,True,0
3724,1,False,0
3726,1,False,0
3728,1,False,0
3730,2,True,1
3732,0,True,0
3734,1,False,0
3736,1,True,0
3738,1,False,0
3740,0,True,0
3742,1,False,0
3744,1,False,0
3746,0,True,0
3748,1,True,0
3750,1,True,0
3752,0,True,0
3754,2,True,0
3756,0,True,0
3758,0,True,0
3760,0,True,0
3762,1,False,0
3764,1,True,0
3766,1,False,0
3768,0,True,0
3770,0,True,0
3772,1,False,0
3774,0,True,0
3776,1,False,0
3778,0,True,0
3780,1,True,0
3782,1,True,1
3784,0,True,0
3786,2,False,0
3788,0,True,0
3790,1,False,0
3792,0,True,0
3794,0,True,0
3796,1,True,0
3798,1,False,0
3800,0,True,0
3802,0,True,0
3804,1,False,0
3806,0,True,0
3808,1,False,0
3810,1,False,0
3812,0,True,0
3814,0,True,0
3816,1,True,1
3818,1,False,0
3820,2,True,0
3822,0,True,0
3824,1,False,0
3826,0,True,0
3828,0,True,0
3830,2,True,0
3832,0,True,0
3834,1,True,0
3836,1,False,0
3838,0,True,0
3840,0,True,0
3842,0,True,0
3844,2,True,0
3846,1,False,0
3848,2,True,0
3850,0,True,0
3852,0,True,0
3854,0,True,0
3856,1,True,0
3858,1,True,1
3860,1,True,0
3862,0,True,0
3864,1,True,0
3866,0,True,0
3868,0,True,0
3870,0,True,0
3872,0,True,0
3874,0,True,0
3876,0,True,0
3878,1,False,0
3880,1,True,1
3882,1,True,1
3884,0,True,0
3886,0,True,0
3888,0,True,0
3890,0,True,0
3892,0,True,0
3894,0,True,0
3896,0,True,0
3898,1,False,0
3900,2,False,0
3902,0,True,0
3904,0,True,0
3906,2,False,0
3908,0,True,0
3910,2,True,1
3912,0,True,0
3914,1,False,0
3916,0,True,0
3918,0,True,0
3920,2,True,0
3922,0,True,0
3924,0,True,0
3926,1,True,0
3928,0,True,0
3930,1,True,0
3932,3,True,1
3934,1,True,1
3936,1,False,0
3938,0,True,0
3940,1,False,0
3942,0,True,0
3944,0,True,0
3946,0,True,0
3948,1,False,0
3950,0,True,0
3952,0,True,0
3954,0,True,0
3956,0,True,0
3958,1,False,0
3960,0,True,0
3962,1,False,0
3964,1,False,0
3966,0,True,0
3968,1,False,0
3970,0,True,0
3972,1,False,0
3974,0,True,0
3976,1,False,0
3978,1,False,0
3980,1,True,0
3982,0,True,0
3984,1,False,0
3986,1,False,0
3988,1,True,0
3990,0,True,0
3992,1,True,0
3994,1,False,0
3996,1,False,0
3998,1,False,0
4000,1,False,0
4002,3,True,1
4004,1,False,0
4006,0,True,0
4008,1,True,1
4010,1,False,0
4012,0,True,0
4014,1,False,0
4016,1,True,0
4018,0,True,0
4020,1,True,0
4022,1,False,0
4024,0,True,0
4026,1,False,0
4028,1,False,0
4030,2,True,0
4032,0,True,0
4034,1,True,0
4036,1,True,1
4038,0,True,0
4040,0,True,0
4042,0,True,0
4044,2,False,0
4046,0,True,0
4048,1,False,0
4050,1,False,0
4052,0,True,0
4054,0,True,0
4056,1,False,0
4058,1,True,0
4060,1,False,0
4062,1,False,0
4064,1,False,0
4066,0,True,0
4068,1,False,0
4070,0,True,0
4072,1,True,0
4074,0,True,0
4076,1,True,0
4078,0,True,0
4080,1,True,0
4082,1,False,0
4084,1,False,0
4086,1,False,0
4088,1,False,0
4090,2,True,1
4092,0,True,0
4094,0,True,0
4096,1,True,0
4098,0,True,0
4100,1,False,0
4102,1,False,0
4104,1,True,0
4106,2,True,1
4108,0,True,0
4110,0,True,0
4112,0,True,0
4114,1,False,0
4116,0,True,0
4118,0,True,0
4120,1,True,1
4122,0,True,0
4124,1,True,0
4126,1,False,0
4128,1,False,0
4130,1,True,0
4132,1,False,0
4134,0,True,0
4136,1,False,0
4138,1,False,0
4140,1,True,0
4142,0,True,0
4144,0,True,0
4146,0,True,0
4148,1,False,0
4150,1,False,0
4152,1,False,0
4154,1,False,0
4156,0,True,0
4158,0,True,0
4160,2,True,0
4162,0,True,0
4164,2,True,1
4166,0,True,0
4168,0,True,0
4170,2,True,1
4172,0,True,0
4174,0,True,0
4176,1,False,0
4178,1,False,0
4180,1,False,0
4182,0,True,0
4184,1,False,0
4186,0,True,0
4188,1,False,0
4190,1,False,0
4192,0,True,0
4194,1,True,0
4196,0,True,0
4198,2,False,0
4200,0,True,0
4202,1,False,0
4204,1,False,0
4206,1,True,0
4208,0,True,0
4210,0,True,0
4212,1,False,0
4214,0,True,0
4216,1,True,0
4218,1,False,0
4220,0,True,0
4222,0,True,0
4224,1,False,0
4226,0,True,0
4228,0,True,0
4230,1,False,0
4232,1,False,0
4234,2,True,1
4236,1,False,0
4238,0,True,0
4240,1,False,0
4242,0,True,0
4244,1,False,0
4246,2,True,1
4248,1,False,0
4250,0,True,0
4252,0,True,0
4254,1,True,1
4256,0,True,0
4258,1,False,0
4260,1,True,0
4262,1,False,0
4264,1,False,0
4266,1,False,0
4268,1,True,0
4270,0,True,0
4272,1,True,0
4274,1,False,0
4276,0,True,0
4278,0,True,0
4280,0,True,0
4282,1,False,0
4284,0,True,0
4286,0,True,0
4288,0,True,0
4290,1,True,0
4292,0,True,0
4294,2,True,1
4296,0,True,0
4298,0,True,0
4300,1,False,0
4302,0,True,0
4304,1,True,0
4306,1,False,0
4308,2,True,0
4310,1,False,0
4312,1,False,0
4314,1,False,0
4316,1,False,0
4318,1,True,0
4320,1,True,0
4322,0,True,0
4324,1,True,0
4326,1,True,1
4328,0,True,0
4330,0,True,0
4332,1,False,0
4334,0,True,0
4336,1,False,0
4338,0,True,0
4340,0,True,0
4342,1,False,0
4344,1,False,0
4346,1,False,0
4348,0,True,0
4350,1,False,0
4352,0,True,0
4354,0,True,0
4356,0,True,0
4358,0,True,0
4360,1,False,0
4362,1,True,0
4364,0,True,0
4366,0,True,0
4368,1,False,0
4370,0,True,0
4372,0,True,0
4374,1,False,0
4376,1,True,0
4378,0,True,0
4380,1,True,0
4382,2,True,0
4384,0,True,0
4386,1,True,0
4388,1,False,0
4390,1,False,0
4392,0,True,0
4394,0,True,0
4396,1,False,0
4398,1,False,0
4400,0,True,0
4402,0,True,0
4404,0,True,0
4406,1,False,0
4408,1,False,0
4410,0,True,0
4412,1,True,1
4414,1,True,1
4416,0,True,0
4418,1,True,0
4420,1,True,1
4422,0,True,0
4424,0,True,0
4426,1,False,0
4428,1,True,1
4430,0,True,0
4432,1,False,0
4434,2,True,1
4436,1,True,0
4438,1,False,0
4440,1,False,0
4442,1,True,0
4444,0,True,0
4446,1,False,0
4448,1,False,0
4450,2,True,1
4452,1,False,0
4454,0,True,0
4456,0,True,0
4458,0,True,0
4460,1,True,0
4462,0,True,0
4464,0,True,0
4466,1,False,0
4468,0,True,0
4470,0,True,0
4472,1,True,0
4474,1,False,0
4476,1,False,0
4478,0,True,0
4480,0,True,0
4482,0,True,0
4484,1,False,0
4486,0,True,0
4488,0,True,0
4490,0,True,0
4492,1,False,0
4494,1,True,0
4496,0,True,0
4498,2,False,0
4500,1,False,0
4502,0,True,0
4504,0,True,0
4506,2,True,0
4508,0,True,0
4510,1,True,0
4512,2,True,1
4514,0,True,0
4516,0,True,0
4518,0,True,0
4520,0,True,0
4522,1,False,0
4524,1,True,0
4526,1,False,0
4528,1,True,0
4530,1,True,0
4532,1,False,0
4534,3,True,1
4536,1,False,0
4538,0,True,0
4540,0,True,0
4542,1,False,0
4544,1,False,0
4546,1,False,0
4548,2,True,1
4550,1,False,0
4552,1,False,0
4554,0,True,0
4556,1,False,0
4558,1,False,0
4560,1,True,1
4562,0,True,0
4564,0,True,0
4566,0,True,0
4568,0,True,0
4570,0,True,0
4572,1,False,0
4574,1,False,0
4576,1,False,0
4578,1,False,0
4580,0,True,0
4582,0,True,0
4584,0,True,0
4586,0,True,0
4588,1,False,0
4590,1,True,0
4592,1,True,1
4594,0,True,0
4596,1,True,1
4598,0,True,0
4600,0,True,0
4602,0,True,0
4604,0,True,0
4606,1,False,0
4608,1,False,0
4610,1,False,0
4612,0,True,0
4614,1,False,0
4616,0,True,0
4618,0,True,0
4620,1,True,1
4622,1,False,0
4624,0,True,0
4626,1,False,0
4628,0,True,0
4630,0,True,0
4632,1,True,0
4634,1,True,0
4636,1,True,0
4638,2,True,2
4640,1,False,0
4642,1,False,0
4644,0,True,0
4646,1,False,0
4648,0,True,0
4650,1,False,0
4652,0,True,0
4654,1,False,0
4656,1,False,0
4658,1,True,0
4660,1,False,0
4662,0,True,0
4664,0,True,0
4666,0,True,0
4668,0,True,0
4670,0,True,0
4672,0,True,0
4674,0,True,0
4676,0,True,0
4678,1,False,0
4680,1,False,0
4682,1,False,0
4684,1,True,0
4686,1,False,0
4688,1,False,0
4690,1,False,0
4692,0,True,0
4694,0,True,0
4696,3,True,1
4698,0,True,0
4700,0,True,0
4702,0,True,0
4704,1,True,0
4706,0,True,0
4708,0,True,0
4710,0,True,0
4712,1,False,0
4714,1,False,0
4716,0,True,0
4718,0,True,0
4720,2,False,0
4722,1,True,1
4724,1,False,0
4726,1,False,0
4728,1,False,0
4730,0,True,0
4732,1,False,0
4734,0,True,0
4736,0,True,0
4738,1,False,0
4740,1,True,0
4742,1,True,0
4744,1,True,1
4746,1,False,0
4748,1,False,0
4750,1,True,1
4752,1,False,0
4754,1,True,0
4756,1,False,0
4758,1,True,0
4760,1,False,0
4762,1,False,0
4764,0,True,0
4766,1,True,0
4768,0,True,0
4770,0,True,0
4772,0,True,0
4774,1,False,0
4776,0,True,0
4778,0,True,0
4780,1,False,0
4782,0,True,0
4784,1,False,0
4786,1,True,0
4788,1,False,0
4790,0,True,0
4792,0,True,0
4794,1,True,0
4796,0,True,0
4798,2,True,1
4800,0,True,0
4802,1,False,0
4804,1,False,0
4806,1,False,0
4808,1,False,0
4810,0,True,0
4812,0,True,0
4814,1,True,0
4816,1,False,0
4818,1,True,0
4820,0,True,0
4822,2,True,0
4824,1,True,0
4826,0,True,0
4828,0,True,0
4830,1,False,0
4832,0,True,0
4834,2,True,1
4836,0,True,0
4838,1,False,0
4840,0,True,0
4842,2,False,0
4844,1,True,0
4846,0,True,0
4848,1,False,0
4850,0,True,0
4852,1,False,0
4854,1,False,0
4856,2,True,0
4858,0,True,0
4860,1,True,0
4862,1,True,1
4864,0,True,0
4866,0,True,0
4868,1,False,0
4870,1,True,0
4872,1,False,0
4874,1,False,0
4876,0,True,0
4878,0,True,0
4880,0,True,0
4882,1,False,0
4884,1,True,1
4886,0,True,0
4888,1,False,0
4890,0,True,0
4892,1,False,0
4894,1,False,0
4896,0,True,0
4898,0,True,0
4900,0,True,0
4902,1,True,1
4904,1,False,0
4906,0,True,0
4908,1,False,0
4910,1,False,0
4912,0,True,0
4914,0,True,0
4916,0,True,0
4918,2,False,0
4920,1,False,0
4922,0,True,0
4924,1,False,0
4926,1,True,0
4928,0,True,0
4930,0,True,0
4932,1,False,0
4934,1,False,0
4936,1,True,0
4938,1,False,0
4940,1,False,0
4942,0,True,0
4944,0,True,0
4946,1,False,0
4948,0,True,0
4950,0,True,0
4952,1,True,1
4954,0,True,0
4956,0,True,0
4958,1,False,0
4960,2,True,0
4962,0,True,0
4964,0,True,0
4966,0,True,0
4968,1,False,0
4970,1,True,0
4972,1,False,0
4974,3,True,1
4976,1,False,0
4978,0,True,0
4980,1,False,0
4982,0,True,0
4984,0,True,0
4986,0,True,0
4988,0,True,0
4990,1,False,0
4992,1,False,0
4994,0,True,0
4996,1,False,0
4998,0,True,0
5000,1,True,0
5002,1,True,0
5004,1,True,0
5006,1,True,0
5008,2,False,0
5010,1,False,0
5012,1,False,0
5014,1,False,0
5016,0,True,0
5018,1,False,0
5020,1,True,0
5022,0,True,0
5024,1,False,0
5026,0,True,0
5028,2,True,2
5030,0,True,0
5032,1,False,0
5034,1,False,0
5036,0,True,0
5038,0,True,0
5040,1,False,0
5042,1,True,1
5044,1,True,0
5046,1,False,0
5048,2,False,0
5050,1,True,0
5052,1,False,0
5054,1,False,0
5056,1,False,0
5058,1,False,0
5060,0,True,0
5062,0,True,0
5064,1,False,0
5066,1,False,0
5068,0,True,0
5070,2,True,1
5072,0,True,0
5074,0,True,0
5076,1,False,0
5078,0,True,0
5080,0,True,0
5082,0,True,0
5084,0,True,0
5086,0,True,0
5088,1,False,0
5090,1,False,0
5092,1,False,0
5094,1,True,0
5096,0,True,0
5098,1,False,0
5100,1,False,0
5102,1,False,0
5104,0,True,0
5106,0,True,0
5108,0,True,0
5110,1,False,0
5112,0,True,0
5114,0,True,0
5116,1,True,1
5118,0,True,0
5120,1,False,0
5122,1,True,1
5124,0,True,0
5126,1,False,0
5128,1,False,0
5130,2,True,1
5132,0,True,0
5134,1,False,0
5136,1,True,0
5138,0,True,0
5140,1,True,0
5142,1,False,0
5144,2,False,0
5146,1,True,0
5148,1,False,0
5150,0,True,0
5152,1,False,0
5154,0,True,0
5156,2,True,1
5158,2,False,0
5160,0,True,0
5162,2,True,1
5164,0,True,0
5166,0,True,0
5168,0,True,0
5170,1,False,0
5172,0,True,0
5174,2,True,0
5176,0,True,0
5178,1,False,0
5180,0,True,0
5182,0,True,0
5184,2,True,1
5186,0,True,0
5188,1,False,0
5190,1,False,0
5192,0,True,0
5194,0,True,0
5196,0,True,0
5198,0,True,0
5200,1,True,1
5202,1,True,1
5204,1,False,0
5206,1,False,0
5208,0,True,0
5210,1,False,0
5212,0,True,0
5214,0,True,0
5216,2,True,1
5218,1,False,0
5220,1,False,0
5222,0,True,0
5224,2,False,0
5226,1,True,1
5228,1,False,0
5230,0,True,0
5232,0,True,0
5234,1,False,0
5236,1,True,1
5238,0,True,0
5240,0,True,0
5242,2,False,0
5244,0,True,0
5246,0,True,0
5248,1,False,0
5250,0,True,0
5252,0,True,0
5254,0,True,0
5256,1,False,0
5258,1,False,0
5260,2,True,1
5262,1,True,1
5264,1,False,0
5266,1,False,0
5268,1,False,0
5270,1,True,0
5272,0,True,0
5274,2,True,0
5276,1,True,0
5278,1,False,0
5280,0,True,0
5282,0,True,0
5284,0,True,0
5286,0,True,0
5288,1,True,0
5290,1,False,0
5292,0,True,0
5294,1,True,0
5296,0,True,0
5298,1,False,0
5300,0,True,0
5302,0,True,0
5304,0,True,0
5306,0,True,0
5308,0,True,0
5310,0,True,0
5312,1,True,0
5314,1,False,0
5316,0,True,0
5318,2,True,1
5320,1,False,0
5322,0,True,0
5324,1,False,0
5326,0,True,0
5328,1,False,0
5330,1,False,0
5332,1,False,0
5334,1,True,0
5336,0,True,0
5338,0,True,0
5340,1,False,0
5342,1,False,0
5344,1,False,0
5346,1,False,0
5348,1,False,0
5350,0,True,0
5352,0,True,0
5354,0,True,0
5356,1,False,0
5358,0,True,0
5360,2,True,0
5362,0,True,0
5364,0,True,0
5366,2,True,1
5368,1,False,0
5370,0,True,0
5372,0,True,0
5374,0,True,0
5376,1,False,0
5378,1,False,0
5380,0,True,0
5382,2,True,1
5384,0,True,0
5386,1,False,0
5388,1,True,0
5390,0,True,0
5392,1,False,0
5394,0,True,0
5396,1,True,0
5398,0,True,0
5400,1,False,0
5402,1,False,0
5404,1,False,0
5406,2,True,1
5408,0,True,0
5410,1,False,0
5412,0,True,0
5414,1,False,0
5416,1,False,0
5418,0,True,0
5420,1,True,1
5422,0,True,0
5424,1,False,0
5426,0,True,0
5428,1,False,0
5430,1,True,0
5432,1,False,0
5434,2,True,0
5436,1,True,0
5438,0,True,0
5440,2,True,0
5442,1,False,0
5444,1,False,0
5446,2,True,0
5448,1,True,1
5450,0,True,0
5452,1,False,0
5454,0,True,0
5456,1,True,1
5458,0,True,0
5460,1,False,0
5462,0,True,0
5464,1,True,1
5466,1,False,0
5468,1,False,0
5470,0,True,0
5472,0,True,0
5474,0,True,0
5476,1,False,0
5478,1,False,0
5480,0,True,0
5482,0,True,0
5484,0,True,0
5486,0,True,0
5488,0,True,0
5490,0,True,0
5492,0,True,0
5494,1,False,0
5496,2,True,0
5498,1,True,1
5500,0,True,0
5502,0,True,0
5504,0,True,0
5506,0,True,0
5508,1,False,0
5510,1,True,0
5512,0,True,0
5514,1,True,0
5516,2,False,0
5518,0,True,0
5520,0,True,0
5522,1,True,0
5524,0,True,0
5526,1,False,0
5528,1,False,0
5530,1,False,0
5532,1,False,0
5534,0,True,0
5536,0,True,0
5538,0,True,0
5540,0,True,0
5542,2,False,0
5544,2,False,0
5546,0,True,0
5548,0,True,0
5550,0,True,0
5552,0,True,0
5554,2,False,0
5556,0,True,0
5558,2,True,1
5560,0,True,0
5562,1,False,0
5564,0,True,0
5566,0,True,0
5568,0,True,0
5570,1,True,0
5572,0,True,0
5574,0,True,0
5576,1,False,0
5578,0,True,0
5580,2,True,0
5582,0,True,0
5584,1,False,0
5586,0,True,0
5588,0,True,0
5590,0,True,0
5592,1,False,0
5594,0,True,0
5596,1,False,0
5598,0,True,0
5600,0,True,0
5602,1,False,0
5604,0,True,0
5606,0,True,0
5608,1,False,0
5610,0,True,0
5612,1,False,0
5614,1,False,0
5616,1,False,0
5618,1,False,0
5620,2,False,0
5622,1,False,0
5624,0,True,0
5626,1,False,0
5628,1,False,0
5630,0,True,0
5632,0,True,0
5634,0,True,0
5636,0,True,0
5638,0,True,0
5640,1,True,0
5642,1,True,0
5644,2,True,0
5646,1,False,0
5648,1,False,0
5650,2,True,0
5652,0,True,0
5654,1,False,0
5656,0,True,0
5658,0,True,0
5660,0,True,0
5662,1,False,0
5664,0,True,0
5666,0,True,0
5668,0,True,0
5670,1,False,0
5672,0,True,0
5674,1,True,1
5676,1,True,1
5678,1,False,0
5680,1,False,0
5682,1,True,1
5684,0,True,0
5686,0,True,0
5688,0,True,0
5690,1,True,0
5692,1,False,0
5694,0,True,0
5696,1,False,0
5698,0,True,0
5700,1,False,0
5702,1,False,0
5704,2,True,1
5706,1,False,0
5708,1,False,0
5710,0,True,0
5712,1,False,0
5714,1,False,0
5716,0,True,0
5718,1,False,0
5720,1,False,0
5722,2,False,0
5724,1,False,0
5726,1,False,0
5728,0,True,0
5730,0,True,0
5732,1,True,0
5734,0,True,0
5736,0,True,0
5738,1,False,0
5740,1,False,0
5742,1,False,0
5744,0,True,0
5746,1,False,0
5748,1,False,0
5750,1,False,0
5752,1,False,0
5754,1,False,0
5756,1,False,0
5758,2,False,0
5760,0,True,0
5762,1,True,1
5764,1,False,0
5766,0,True,0
5768,0,True,0
5770,0,True,0
5772,0,True,0
5774,0,True,0
5776,1,False,0
5778,1,False,0
5780,1,True,0
5782,1,False,0
5784,1,True,0
5786,1,False,0
5788,1,False,0
5790,0,True,0
5792,1,True,1
5794,1,True,1
5796,1,False,0
5798,0,True,0
5800,0,True,0
5802,0,True,0
5804,1,True,0
5806,2,True,0
5808,1,True,1
5810,1,True,0
5812,1,False,0
5814,1,True,1
5816,1,False,0
5818,0,True,0
5820,1,False,0
5822,2,True,0
5824,0,True,0
5826,1,True,0
5828,1,True,0
5830,1,False,0
5832,0,True,0
5834,0,True,0
5836,0,True,0
5838,0,True,0
5840,0,True,0
5842,1,False,0
5844,0,True,0
5846,1,False,0
5848,0,True,0
5850,1,False,0
5852,1,False,0
5854,2,True,1
5856,1,True,1
5858,0,True,0
5860,1,True,1
5862,0,True,0
5864,1,False,0
5866,1,True,0
5868,1,True,1
5870,0,True,0
5872,0,True,0
5874,1,True,0
5876,1,False,0
5878,0,True,0
5880,0,True,0
5882,1,True,1
5884,0,True,0
5886,0,True,0
5888,2,True,0
5890,1,False,0
5892,0,True,0
5894,1,False,0
5896,1,False,0
5898,0,True,0
5900,0,True,0
5902,1,True,0
5904,1,False,0
5906,1,False,0
5908,0,True,0
5910,1,True,0
5912,0,True,0
5914,1,False,0
5916,1,True,0
5918,1,False,0
5920,1,False,0
5922,2,True,1
5924,2,True,0
5926,0,True,0
5928,1,False,0
5930,0,True,0
5932,1,True,0
5934,0,True,0
5936,1,False,0
5938,1,True,1
5940,0,True,0
5942,0,True,0
5944,0,True,0
5946,1,False,0
5948,0,True,0
5950,0,True,0
5952,0,True,0
5954,0,True,0
5956,1,False,0
5958,0,True,0
5960,1,True,1
5962,1,True,0
5964,0,True,0
5966,1,False,0
5968,2,False,0
5970,0,True,0
5972,1,True,0
5974,1,False,0
5976,1,False,0
5978,0,True,0
5980,0,True,0
5982,1,True,0
5984,0,True,0
5986,2,True,0
5988,0,True,0
5990,1,True,0
5992,0,True,0
5994,0,True,0
5996,1,True,0
5998,0,True,0
6000,0,True,0
6002,0,True,0
6004,1,True,0
6006,0,True,0
6008,1,False,0
6010,1,True,1
6012,1,False,0
6014,1,True,0
6016,1,False,0
6018,1,False,0
6020,1,False,0
6022,1,False,0
6024,1,False,0
6026,0,True,0
6028,0,True,0
6030,1,True,0
6032,1,False,0
6034,1,False,0
6036,1,False,0
6038,1,False,0
6040,1,False,0
6042,1,True,0
6044,0,True,0
6046,0,True,0
6048,2,False,0
6050,1,False,0
6052,1,False,0
6054,0,True,0
6056,0,True,0
6058,1,False,0
6060,2,True,1
6062,0,True,0
6064,1,False,0
6066,1,False,0
6068,1,True,0
6070,0,True,0
6072,0,True,0
6074,1,False,0
6076,1,False,0
6078,1,False,0
6080,1,False,0
6082,1,False,0
6084,2,True,0
6086,0,True,0
6088,0,True,0
6090,0,True,0
6092,2,True,1
6094,1,True,1
6096,1,False,0
6098,0,True,0
6100,1,False,0
6102,1,True,1
6104,1,False,0
6106,0,True,0
6108,0,True,0
6110,0,True,0
6112,1,False,0
6114,0,True,0
6116,0,True,0
6118,2,False,0
6120,0,True,0
6122,1,False,0
6124,0,True,0
6126,1,False,0
6128,1,False,0
6130,1,False,0
6132,1,True,1
6134,1,False,0
6136,0,True,0
6138,0,True,0
6140,0,True,0
6142,0,True,0
6144,0,True,0
6146,0,True,0
6148,0,True,0
6150,0,True,0
6152,0,True,0
6154,1,False,0
6156,1,False,0
6158,2,True,1
6160,0,True,0
6162,2,True,1
6164,0,True,0
6166,1,True,1
6168,1,False,0
6170,0,True,0
6172,1,True,0
6174,0,True,0
6176,0,True,0
6178,0,True,0
6180,1,True,0
6182,0,True,0
6184,1,False,0
6186,1,False,0
6188,1,False,0
6190,1,False,0
6192,0,True,0
6194,1,False,0
6196,0,True,0
6198,0,True,0
6200,1,True,0
6202,1,False,0
6204,0,True,0
6206,1,False,0
6208,1,False,0
6210,0,True,0
6212,2,False,0
6214,0,True,0
6216,1,False,0
6218,0,True,0
6220,0,True,0
6222,0,True,0
6224,0,True,0
6226,0,True,0
6228,0,True,0
6230,0,True,0
6232,1,True,0
6234,1,True,0
6236,0,True,0
6238,0,True,0
6240,1,False,0
6242,1,True,1
6244,0,True,0
6246,0,True,0
6248,1,True,0
6250,0,True,0
6252,0,True,0
6254,1,False,0
6256,1,False,0
6258,1,False,0
6260,1,True,0
6262,0,True,0
6264,0,True,0
6266,1,False,0
6268,0,True,0
6270,1,False,0
6272,1,False,0
6274,1,False,0
6276,1,False,0
6278,0,True,0
6280,1,False,0
6282,1,False,0
6284,1,True,0
6286,0,True,0
6288,1,False,0
6290,1,True,1
6292,1,False,0
6294,1,False,0
6296,2,True,0
6298,2,False,0
6300,1,False,0
6302,2,True,1
6304,0,True,0
6306,1,True,0
6308,1,False,0
6310,1,False,0
6312,0,True,0
6314,1,False,0
6316,1,False,0
